"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","Consensus"
"02f946e75be7d3be708674f1572d9f76","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Araeolaimida","Araeolaimida_suborder","Araeolaimida_infraorder","Axonolaimoidea","Comesomatidae","Sabatieria","1"
"0303096a873680aeb3d2d47f06580fc2","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"030566b3309635da51f9e35e259a1d95","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Labyrinthulaceae","Labyrinthula","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0315e3aa2879c5ed1cfbf3b27070d14c","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Haliphthoros sp. NJM 0034","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"031de1670e7fbe2386955a7af6db363c","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Marimonadida","Pseudopirsonia","Pseudopirsonia mucosa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0325a3dadb47796552bc687e6622439f","Eukaryota","SAR","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Spirostrombidium","Oligotrichia sp. EP-2016a","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"032e5fa3133cec154c7c459dff402e00","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"033168c4fb0d5844c7249498e7983989","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Enoplea","Enoplia","Enoplida","Oncholaimina","Oncholaimina_infraorder","Oncholaimoidea","Oncholaimidae","Viscosia","1"
"034261ae517d82aff8ca7ead76b91bbf","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Terschellingia","1"
"034508aa252e8f101aaebda0de61fcbe","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0355c3827d4b18a1c134421304b64533","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Saccharomycotina","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum MCYC 623","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"035799165be525b5f9eda9c31fb7b180","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Cnidaria","Hydrozoa","Hydroidolina","Anthoathecata","Coryne producta","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"035a002f882684ce0163a1ca9132b6df","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Enoplea","Enoplia","Enoplida","Enoplina","Enoplina_infraorder","Enoploidea","Anticomidae","Anticoma","1"
"03685d58577afc33d65b5c2e6e3c47eb","Eukaryota","SAR","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Aspidisca","uncultured ciliate","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"036dc2f27bc99621618544bfb5d62758","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lecudina longissima","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0370c6418635528a40cda8e129e55cf0","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"03755706e7008c4b11482b45ddc13b7f","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0376dd38acae40c3dd043bd60e86d27e","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Xenacoelomorpha","Acoelomorpha","Acoela","Haplogonaria sp. 'schillingi' UJ-2011","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0384bf2e162fd6a8458f568b28cd26c3","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Choanoflagellata","Choanoflagellida","Craspedida","Salpingoecidae","Salpingoeca","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"039ec1f3210076767a305161b42a7da0","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lecudina","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"03a31a0e6f8e2d5fd67b539a5c0a44cd","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"03cc368b2aee9302013325b129f46d35","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"03dc4d42220f5818071a9e91f5630a58","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Terschellingia","1"
"03f6bb6aa8b66f3075fa4ff0e9d125fd","Eukaryota","SAR","Stramenopiles","MAST-4","uncultured thraustochytrid","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"03f908e9668e27f2895e00a600e39091","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"040abd3d1e081d132863c8afe5aa7d51","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"041385155ac0a92451d8bbe0e75db1e5","Eukaryota","Archaeplastida","Chloroplastida","Charophyta","Phragmoplastophyta","Streptophyta","Embryophyta","Tracheophyta","Monilophyta","Asplenium australasicum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"041845ff613a8bf1a13d16bb170cb314","Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Poterioochromonas","uncultured ochromonad","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"041d766bb671da784a733b7d4ef57440","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0421031b0392e93abcc7a410cd45d55c","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0428d81d6f1657729a8a54c93f251864","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"042f8ff4a7ebf81263a3e949183fb3d6","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0430b4183142e5bf6aa70d077bc265ea","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Choanoflagellata","Choanoflagellida","Craspedida","Salpingoecidae","Salpingoeca","Salpingoeca urceolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"04383d9d775a8574897ca5c08d74d0ae","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"043f6c8cd8c799f16c37bc28636531a2","Eukaryota","SAR","Stramenopiles","Cantina marsupialis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"045a23fe80a4b7d887e5ada284eefc39","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Diaporthales","Cryphonectriaceae","Cryphonectria-Endothia complex","Chrysoporthe deuterocubensis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"046c103439de928707dece7166103a21","Eukaryota","SAR","Alveolata","Ciliophora","Postciliodesmatophora","Karyorelictea","Kentrophoros","Kentrophoros sp. LPFa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"047722bb506a6bb7df09f9b0d94b8aee","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0477934276a3b8ec6ca9a3f27c9a826f","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Lophophorata","Brachiopoda","Phoroniformea","Actinotrocha harmeri","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0477deec4c0bfd6290e9cbb78e92ba42","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","ME-Euk-FW10","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"04bae775ef44062f86e6bacaab2b746f","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricales","Baeospora","Baeospora myosura","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"04bedd343cfbfa535a4b63af2fc3f12f","Eukaryota","SAR","Rhizaria","Cercozoa","Trachyrhizium urniformis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"04c9ef2d50b1075594ef634255e56da9","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"04cb2a1125d99549726169a4c5cba69e","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Choanoflagellata","Ichthyosporea","Ichthyophonae","Pseudoperkinsidae","Sphaeroforma tapetis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"04d264c26e6ac7e75839300ce897d1bd","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","Prasinopapilla vacuolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"04dc970f9ebff6ac5729a788315faa4f","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Amphora","Amphora coffeiformis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"04df8727986ea5cb571f6684df216b1a","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lecudina","Lecudina polymorpha morphotype 2","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"050b5e1cf38f10b25686bc12e519b050","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0510a40ce905f695fdd073e6edf00d6e","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"05121612422519cd6968136add985572","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidinium","Protoperidinium leonis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"051a6a062050bc4054aca5eb55436638","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Trebouxiophyceae","Chlorella sp. CCAP 211/61","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0528c7b5ef118c82337b42498c70b523","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","LKM15","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"053884f378ca986eab4be78b5909839f","Eukaryota","SAR","Alveolata","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Scuticociliatia","Histiobalantium","Histiobalantium minor","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"053d5404d6ab1ac13d492685297ca907","Eukaryota","SAR","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatales","Nannochloropsis","Nannochloropsis granulata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
